Index,GO,Genes,Gene_Count,Truth Label
11540,GO:0043436,ACCSL SLC2A3 SLC25A13 PHYH CYP4F11 ACOT7 HADHB VNN2 CYP2E1 PRXL2C INSIG2 PARS2 GART ACAD11 PLA2G4B GPX1 GOT1 LPIN1 DDO GPT2 FADS2 GNPAT MGST3 ALDOA TPH2 HACD4 OSBPL6 ACAD8 AACS UGT2B7 TP53 GAD2 ICMT MTHFR CYP3A5 GRHPR SLC45A2 IFNG GSTA1 PLA2G2F TPST2 CNR1 ALDH6A1 ACSM6 TIGAR AMACR ACAT2 STAT3 ASS1 DECR2 EPHX1 LTC4S SARS1 PDHA1 HSD17B8 AADAT ACTN3 ACSM2B NOS2 HK1 ADH6 CYP2C18 GGT1 SLC25A44 ACADSB PRODH ST6GAL1 PLA2G3 ATP6V1B1 LARS2 PRKAG3 APOA4 CYP46A1 HIF1A ACBD7 WDTC1 CTNS GIP HTD2 PRKAG2 LPL EARS2 PGK2 HSD17B4 ACAD9 ADH1B ELOVL6 ACSM5 IDO2 GAPDH CTPS2 CYP7B1 NR1D1 GATD1 UGT2B4 LOC102724560 DPYD CBFA2T3 IARS1 KMO AKR1A1 SLC6A8 FABP3 OSBPL2 CD36 PPARG ACOT4 HK2 RIDA BCAT2 PEX7 AGXT2 SULT2A1 IL4I1 ABHD3 ACO1 IDNK PLA2G4F ETFBKMT LIPT2 TH KYAT1 DHTKD1 SDHA SULT2B1 VARS1 OGDH NOXRED1 TTC36 LDHC UGT1A3 THNSL2 CBR1 FA2H BPNT1 DLAT SLC25A12 DGAT2 ABCC10 ADH5 MGLL OGDHL ACSM2A PCK1 SDSL DCXR ME3 SLC45A3 PRXL2B ART4 SLC27A5 ACMSD CARNMT1 PLAA SRR SLC26A1 CYP2C9 ACOXL PDHX UROC1 NARS2 PTGIS DHRS9 CROT SLC16A2 NDUFAB1 ACSS1 MCCC1 PTGDS AARS2 BCKDHB PSEN1 NLRC4 ANKRD23 ABHD6 ELOVL3 SCD5 SLC22A13 EPRS1 PDHB CEACAM1 IDH2 MINPP1 PYCARD ASNS MTOR CRAT UGT2B10 PFKFB2 PGAM4 GBA2 PCK2 MDH2 SLC25A17 HACD2 ALDOB ABCC1 SMS LPIN3 BCAT1 ALDH8A1 RDH10 GNPDA1 ACOT11 ASRGL1 PRKAR2B GSTO2 KLHL25 TNFRSF1A CPT1B HADHA GALK1 CSAD HPGDS CYP2U1 CPA1 PSPH LEP LDHB SLC2A1 OSBPL9 DDIT4 SCP2 MARS1 ACCS GSTM4 DEGS1 LPGAT1 ALDH5A1 GCAT DPEP2 ACBD5 CYP4A11 ACSL5 TAT ATP7A FGFR4 SULT1A1 DDC ECI2 CYP1A1 UGT1A4 ALOX12B ASL NR1H2 PLA2G1B UGT2B15 ACSM4 PIBF1 PEDS1 PDK4 SCPEP1 GATB AASS P2RX7 BHMT2 ELOVL4 ACSM1 ABHD2 EIF6 CES1 LARS1 UGT1A10 PLA2G4A ME1 MTARC2 PDK2 ABCD2 ERLIN1 AIG1 PRKAA2 GGT5 INSIG1 ACAT1 DAO LDHAL6B MFSD2A IYD CAV1 NARS1 ALOX12 GCLC GNMT AKR1C3 PARK7 CYP7A1 UGT2B17 ACSBG2 OSBPL7 TPI1 NCOR1 KIT DARS2 HDC RIMKLB ACOT6 PGAM2 DIO1 SEPHS1 FH SEPHS2 SULT1E1 PTGES3 NAT8L ACOX2 PYCR3 CYP3A4 ATP8B1 HAAO LIPC PCBD1 ETFDH MAPKAPK2 SYK LIPF IDH3G UGT2A2 ASAH2B RGN SDS YARS1 TECRL GATC ASAH1 AASDH PDHA2 CYP3A7-CYP3A51P OSBPL3 MTR CAD PPARA NIT2 FABP5 MMUT OSBPL1A GCLM CYP4F12 TYSND1 PRKAA1 CRABP2 UGT1A1 SULT1C4 CYP2S1 IDH1 LPIN2 FAH ASPG MCCC2 MTHFD2L CRYM MBLAC2 ATP2B4 SCD CYP39A1 IGF1 TYR TPST1 GSTZ1 ENOSF1 MTHFD1 ACY1 ACO2 CYP27C1 VARS2 PHGDH THEM5 UEVLD MGAT4A ABHD5 DHFR MIF GLS2 PFKM ABHD14B GLDC GATM ARG1 APPL2 TARS1 ENO4 ALKBH7 APOA5 MARS2 SERINC3 FADS3 CSGALNACT1 WARS1 HGD CYP2J2 BTD TYRP1 PLA2G4D TARS2 SLC27A1 PM20D1 PLA2G10 NAIP ERLIN2 FMO2 SLC2A6 CYP2A6 APOC2 MRPS36 ALOX5 PRKAG1 PDK3 ACSL1 CBS AMDHD2 GMPS NPC1 MTHFD1L GPD1 FAAH MCEE MPO CYP4F3 SCLY GGTLC2 CPS1 LYPLA1 PPARGC1A CYP2F1 BCKDHA MAPK14 TPH1 GPX4 GAD1 ZBTB20 BDH2 ANKH CD74 DARS1 PLA2G4C GCDH SP7 CYP4F8 ACAD10 UPB1 ABCD1 PKM ABHD1 ACOX1 HAO2 PAM TST CYP4B1 IDO1 PAH HTR2A AWAT1 CYP2C8 AKR1C4 PCCB IRS2 PC SULT1A2 PNPLA3 HLCS WARS2 PEPD MRI1 MSMO1 CYP27A1 AVP PGAM1 TARS3 NUDT8 HPD SCAP AOAH PCCA NPL ENOPH1 CYP26A1 ALOX15 HACD3 ADH1C ABHD12 SLC46A1 ABCD3 GPT DBT ABAT EDN1 ADI1 PRKAB2 CPT1C SREBF1 UGT1A5 NR1H3 ARL2 SIRT4 AKR1C2 DLST GAPDHS GSS HOGA1 ACOT1 SRD5A2 ACSF3 SLC26A2 AGMAT HSD17B12 GCK CYP2A13 MGST2 HPGD IRS1 PROX1 CASP1 PTGS2 ANGPTL3 PTS ABHD10 GPAT2 ALOXE3 APOC1 FARS2 CYP2A7 HKDC1 HADH PKLR PANK2 FBP1 GOT1L1 GNPDA2 CYP4F2 PLIN5 SLC34A1 PLP1 SLC7A11 SIRT1 HYI MLXIPL SULT1C3 ACSS2 GARS1 ARV1 HACL1 CPT2 STARD4 RPTOR CYP1A2 AKR1D1 CDO1 MTHFD2 BHMT UGT2B11 LYPLA2 AKR1B1 MLYCD SGPL1 SORD MDH1 ODC1 PAPSS2 GFPT2 SLC38A1 C3 GLYAT BAAT IER3 MPST CLN3 TREX1 ST3GAL1 MTHFS TECR D2HGDH SLC4A4 L2HGDH AZIN2 GLUD1 HYKK PDXDC1 LIPT1 ALDH1L1 DECR1 ALDH3A2 EP300 MCAT GADL1 PTGES2 ACACA SLC27A3 OLAH QRSL1 CYP2W1 UGT2A3 GHSR TBXAS1 CBR4 RARS1 ACADVL PPAT MTRR DAGLA PON3 ADIPOR2 ENPP1 ADH1A ACADS TLR2 GPAT4 ACOT2 LDHA ACAA1 ALDH18A1 UGT1A6 ATIC ELOVL7 ADH4 FOXK2 ACADM GGT7 AGXT PEX2 UCP3 GGTLC1 MLST8 ZBTB7A PLOD2 AMT GOT2 UROS ADPGK ECHDC3 LDHD NAGK SARDH PAPSS1 ME2 ARNT CTPS1 PCBD2 VNN1 MTAP LRRC47 YARS2 MALRD1 ASAH2 INS PEX13 CARS2 CYP2C19 DBI ERFE ECHDC1 PON1 ACACB ABCB11 OGT CYP24A1 INSR MTARC1 PDK1 SLC25A32 ACSL4 HARS1 GPI GFPT1 UGT1A9 FADS6 SLC19A1 PYCR2 PNPLA8 SLC27A6 DPEP1 ELOVL2 OCA2 SHMT1 FADS1 GLYATL1 FABP2 FARSB CYP4Z1 HPDL NOS1 DALRD3 AFMID ACSBG1 SARS2 NR1H4 ACAA2 MPC2 LDHAL6A SLC23A2 PGK1 ECH1 IARS2 CYP3A7 HMGCLL1 PTGR2 STAR ACSM3 THAP4 DDAH1 HSD3B7 DHFR2 ADSS2 ENO3 CS FAAH2 IREB2 LIPG ACADL SLC27A2 LIPH GIT1 NR4A3 PFKP ADH7 DLD HNF4A OSBP NOS3 FTCD CYP2D6 ACOT8 AARS1 SERINC5 GLS AZIN1 AVPR1A NOX4 MDH1B SLC39A8 PIPOX LGSN GSTM2 CARNS1 MAT1A PPA2 ELOVL5 EHHADH HK3 NAAA DGLUCY SNCA JMJD7-PLA2G4B FGF19 BPHL QPRT TNXB ADTRP CYP4A22 VDAC1 CARS1 PRG3 PYCR1 NUDT19 ENO1 CRYL1 SIRT6 PRKCE ADIPOR1 BCO2 AKT1 RENBP GSTO1 PGM1 SLC27A4 LTA4H QARS1 ARG2 SUCLA2 LIAS DDAH2 IL1B AARSD1 AMDHD1 GPAM CYP2B6 SLC23A1 PLOD3 ARHGAP11B HIBCH RBP1 PGD CES2 GAMT CYP4V2 LONP2 HNMT FABP1 ALOX15B CMAS PTGES3L-AARSD1 MECR PLA2G5 PRMT3 NR5A2 JMJD8 ASNSD1 SLC1A3 BRCA1 PTGR3 ACOX3 KARS1 ATCAY PRKAB1 QKI GNE PTGES ADIPOQ ACSL6 ENO2 AKR1C1 ECI1 ETFB OAT AUH SLC25A2 ELOVL1 PER2 CYP26C1 APP SLC35B2 MORC2 NAGS HAL ANXA1 PRODH2 BLMH IVD NUPR1 PNKD XYLB ECHS1 GCSH POR ACOT12 PPARD NANP CRABP1 FOXK1 ILVBL SULT1B1 AASDHPPT SDHAF3 SHMT2 ALDH1L2 CYP4F22 FARSA HSD17B10 ALDH1A1 OTC UGT2A1 SESN2 UGT1A8 NUDT7 CYP26B1 FLCN TWIST1 QDPR ALOX5AP ALDH4A1 CYP2D7 SDHB GLUD2 ALDH1A3 ASPA IDH3B MECP2 HIBADH UGDH THEM4 EDN2 DCT APIP PM20D2 ACSL3 HARS2 DAGLB ATF4 KYNU ALDOC FASN CTH ECHDC2 PEX5 PFAS AKT2 ALDH1A2 FOLR1 GSTM1 MSRA SLC25A21 HAO1 ACBD4 HACD1 FN3K HMGCL GSTP1 BPGM SLC4A1 FMO4 KYAT3 FPGS CYP8B1 ACSF2 PTGS1 GGT6 SOX9 RIMKLA PTGR1 PFKL FMO1 ETFA PSAT1 GLUL TRIB3 CYGB ACLY UGT2B28 SLC7A7 SLC35B3 PFKFB1 APOA1 CYP1B1 LIPI RARS2 PLA2G15 BCKDK TDO2 OXSM XBP1 IDH3A PECR GLYATL2 CPT1A APOC3 ABCD4 HAGH ADHFE1 HDAC4 UGT1A7 MID1IP1,939,oxoacid metabolic process
11541,GO:0072078,DLG1 TCF21 PAX2 BMP2 HOXA11 SIX4 IRX1 SHH IRX3 GDNF KLHL3 TMEM59L CTNNB1 SOX8 WNT4 AGTR2 TACSTD2 WT1 WNK4 PBX1 HS3ST3A1 KIF26B HS2ST1 VEGFA SIX2 PAX8 HES5 LHX1 SOX9 CITED1 GREB1L FMN1 PKD1 WNT6 WNT9B ILK WNT11 FGF2 FGF1 ADAMTS16 PKD2 AHI1 WNT1 HES1 GPC3 MAGED1 PTCH1 GREM1 BCL2 GZF1 SALL1 LGR4 MYC NPNT EYA1 WNT2B SMAD4 HNF1B GATA3 AGT GLI3 HOXD11 FOXD1 LAMA5 CTNNBIP1 SMO SIX1 NOG DCHS1 HOXB7 FGF8 HS3ST3B1 IRX2 BMP4 OSR1,75,nephron tubule morphogenesis
11542,GO:2000354,ZP3 AMH GNRH1 UMODL1 HYAL3 SRC,6,regulation of ovarian follicle development
11543,GO:0070102,JAK1 PTPN2 IL6R YAP1 FER IL6 JAK2 RIPK1 GFI1 SRC CEBPA SMAD4 CTR9 IL6ST ST18 STAT3 SPI1 C1QTNF4,18,interleukin-6-mediated signaling pathway
11544,GO:0043507,AXIN1 DAB2IP ERN2 MAP3K12 FZD5 PTPN1 PTK2B TRAF6 DVL3 FZD4 MAP3K11 SASH1 ERN1 TLR9 MAP3K5 AGER EDN1 MAP2K7 FZD10 DUSP19 MAP3K4 TAOK3 TLR6 SYK PAK1 TNF MAP4K2 ROR2 CCL19 TRAF2 DKK1 DVL2 RPS3 MAP3K10 MAP3K13 MAP3K7 WNT5A EPHA4 FZD8 FGD2 ARHGEF5 TNFRSF11A,42,positive regulation of JUN kinase activity
11545,GO:0051665,NAXE YJEFN3 RALA MAL DOCK2 PTPRC GSN CD2,8,membrane raft localization
11546,GO:0098884,RALA AP2M1 DRD4 AP2S1 LPAR1 DRD3 SCRIB ATAD1 DNM3 AP2B1 AP2A1 HIP1 AP2A2 EFNB2 ITGB3 OPHN1 ARC VAC14 GSG1L CALY NUMB PPP3R1 HPCA,23,postsynaptic neurotransmitter receptor internalization
11547,GO:0043555,PPP1R15A NPM1 EIF2AK2 DDX3X EIF2AK1 EIF2AK4 RPS6KA1 EIF4G1 SESN2 EIF2AK3 FECH IMPACT RPS6KA3 PPP1R15B PPP1CA EIF2S1 TMED2 NCK1 KRT13 RBM4 NCK2 DNAJC3,22,regulation of translation in response to stress
11548,GO:0048820,NOM1 NSUN2 TGFB2 RBPJ NF1 MSX2 CTNNB1 TRPC4AP WNT5A WNT10B CDH3 SPINK5 FERMT1 GAL ERCC2,15,hair follicle maturation
11549,GO:0006447,EIF2AK1 TNF,2,regulation of translational initiation by iron
11550,GO:0072051,POU3F3 UMOD,2,juxtaglomerular apparatus development
11551,GO:0061303,WNT9A PAX6 KERA ANGPTL7 SOX11 WNT2B WNT9B WNT6 KRT12 LIMK2 FOXE3,11,cornea development in camera-type eye
11552,GO:0032467,MRGPRX2 CDC42 MAP10 SPAST PKN2 PKP4 TAS2R13 KIF23 RXFP3 CIT DRD3 OR1A2 CDCA8 CSPP1 NUP62 KIF3B CDC6 GIPC1 KIF14 CDC25B CXCR5 AURKC IGF1R SSTR5 SVIL OR2A4 RNF103-CHMP3 RHOA CDC14B CDC14A PRKCE TAS1R2 RACGAP1 BIRC5 CHMP3 DRD2 AURKB ECT2 POLDIP2 INCENP CUL3 CENPV OPN1LW KIF20B,44,positive regulation of cytokinesis
11553,GO:0070453,TMEM14B TMEM14A SRRD TMEM14C SLC6A9 ABCB10 ABCB7,7,regulation of heme biosynthetic process
11554,GO:2000042,RADX FBH1 TP53BP1 PARPBP SMCHD1 MAGEF1 MAD2L2 HELB RIF1 KLHL15 SHLD2 POLQ UBQLN4 RMI2 RECQL5 CGAS SHLD1 FANCB,18,negative regulation of double-strand break repair via homologous recombination
11555,GO:1903860,OSTN SPAG9 BCL11A,3,negative regulation of dendrite extension
11556,GO:0120034,ZMYND10 RALA TGFB3 RHOQ TENM2 RAC1 ATP7A DNM3 ENTR1 ARPC2 OCLN CDC42EP1 PALM P2RX7 MARK4 IFT88 PLCE1 MIEN1 ARAP1 PIK3R1 EPS8L2 NRP1 IFT20 PFN1 CEP120 FMR1 AVIL AKIRIN1 WASHC1 GSK3B KIT CCP110 WASL RAC2 TENM1 PLPPR5 CENPJ PPP1R35 WNT1 PLEK2 MYO3A BBS4 FSCN1 AUTS2 CCL21 CARMIL2 FUZ EPS8L1 EPS8 MSTN CLRN1 TGFBR1 CYFIP1 AGRN BCAS3 P2RY12 ACTR3 RIPOR2 APC ABI2 KCTD17 CDC42EP4 TAPT1 RP1 WASF2 CDC42EP3 COBL EPS8L3 DYNLL1 CDC42EP5 FRMD7 ATMIN C15orf62 SEPTIN9 CEP135 CDC42EP2 PIK3CA MYO3B MNS1 F2RL1 HTT ACTR2 CCR7 SAXO1 DEF8 CDC42 HAP1 PLEKHM1 NDEL1 ANLN SEPTIN7 MTOR DZIP1 DPYSL3 HRAS NCKAP1 WRAP73 CCDC88A TWF2 FNBP1L SRF DOCK11 GPM6A BRK1 CCL19 ARHGAP35 FAM98A NEURL1 NLGN1 CROCC DNM2,111,positive regulation of plasma membrane bounded cell projection assembly
11557,GO:0032781,PLSCR1 TOR1AIP1 PFN1 DNAJC10 SSBP1 MSH6 SETMAR MYBPC3 DNAJB2 TPM1 ALDOB ATP1B1 CASR TNNT2 VMP1 MYL4 FGF10 FXYD2 AHSA1 HNRNPU DNAJB11 DNAJC9 PFN2 RYR2 TOR1AIP2 HSPA2 CHTOP DHX9 SUMO1 POT1 TNNT3 RGN MSH3 GTF2H2 GABARAPL2 DNAJC24 ATP1B3 MYL3 DNAJB1 MSH2 ATP2A1 UHRF1 ATP1B2 DNM2,44,positive regulation of ATP-dependent activity
11558,GO:0006892,MYO5A MON2 VPS13C VPS54 DOP1A RSC1A1 SORT1 PHAF1 NSF GOPC AP2A1 KRT18 CCDC22 VPS35L LLGL1 SCAMP2 EPS15 COMMD1 VTI1B RAB34 VAMP2 SNAP23 EXOC8 RBSN EXOC2 RNF215 RAB31 GOLGA4 KIF13A GBF1 GOLPH3 EXOC6B EXOC4 RAB14 EHD3 ARFRP1 RABEP1 CCDC91 MACF1 WIPI1 GGA2 SORL1 MYO1B CLN3 BBS2 AMN AP1AR EXOC5 VTI1A LAMP1 VAMP3 CCDC93 BLZF1 PREPL SCAMP1 SEC16A GCC2 RAB26 RABIF GGA1 RP2 RACK1 VPS13A SCFD1 GOLGA7 LAPTM5 CSK SYS1 GGA3 AP1G1 AP1G2 ANKFY1 SORCS1 KLHL20 ACSL3 DOP1B SCAMP3 KIF16B LYPLA1 OPTN DNM2 AP3S1 ARL3 STXBP6 GAK CORO7 ARFGEF2 AP3S2 VAMP5 STEAP2 PKDCC GOLPH3L ATP2C1 BBS1 CNST OSBPL5 EXOC1 AP3D1 RAB10 AP4M1 SPTBN1 ANK3 VPS52 EXOC6,104,post-Golgi vesicle-mediated transport
11559,GO:0034587,DDX4 ASZ1 EXD1 FKBP6 TDRD15 TDRD1 HENMT1 MAEL TDRD5 MOV10L1 TDRD6 PNLDC1 TDRD12 PIWIL4 TDRD9 TDRKH TDRD7 TDRD10 PIWIL2 GPAT2 PIWIL1 BTBD18 PLD6,23,piRNA processing
11560,GO:2000468,GJA8 SIRT3 SNCA LRRK2,4,regulation of peroxidase activity
11561,GO:0045603,NOTCH1 ACVRL1 BMP6 GDF2 ETV2 CTNNB1 VEZF1 TMEM100 BMP4 BTG1 ATOH8,11,positive regulation of endothelial cell differentiation
11562,GO:0006409,NOL6 XPOT SSB,3,tRNA export from nucleus
11563,GO:0002397,CALR TAPBP TAPBPL PDIA3,4,MHC class I protein complex assembly
11564,GO:0035622,SOX9 NOTCH2,2,intrahepatic bile duct development
11565,GO:0033119,TMBIM6 RNPS1 PTBP2 PTBP1 HNRNPA2B1 PCBP4 SFSWAP NPM1 SRSF9 SRSF7 DYRK1A RBMX CELF4 HNRNPK RPS26 SRSF12 RBM10 RBM20 SRSF4 SRSF10 HNRNPL C1QBP SAP18 PTBP3 SRSF6 RBM42 U2AF2 RPS13,28,negative regulation of RNA splicing
11566,GO:0040015,ADRB1 PTCH1 BBS2 FXN LGMN GDF15 STC2 PLAC8 SOCS2 ADRB2 RAI1 ADRB3,12,negative regulation of multicellular organism growth
11567,GO:0071453,HP1BP3 BMP7 NKX3-1 ROCK2 CBL JUND FOXO1 KCND2 HILPDA TMEM199 ATP7A IRAK1 STC1 STUB1 EDN1 AK4 RGCC PIK3CB TP53 SIRT4 ENO1 EGLN1 ATP6AP1 VASN ZFP36L1 BCL2 RORA PRKCE CHCHD2 UBQLN1 CFLAR SDHD LMNA TIGAR AKT1 ATP6V1G1 MYOD1 SRC PTGS2 SLC29A1 NOL3 KCNK2 SLC9A1 FMN2 CAV1 EGLN3 TMBIM6 NFE2L2 OPRD1 SCN2A FABP1 AJUBA SIRT1 CITED2 BNIP3L MDM4 ERO1A CPEB1 HIF1A VEGFA CASR TBL2 RPTOR EEF2K MIEF1 ANGPT4 CPEB2 PLK3 PMAIP1 CPEB4 EPAS1 NDNF HYOU1 RWDD3 LOC102724560 HIPK2 TSC1 PPARG BNIP3 TERT SIRT2 NDUFS2 UCN3 PRKAA1 EGR1 ATP6V0D1 SLC8A1 P4HB SUV39H2 CD34 PPARD RBPJ CLCA1 ENDOG LPAR1 BRIP1 ADO NPEPPS KCNK3 PINK1 POU4F2 FOS AQP3 GATA6 FAM162A ADAM8 HIF1AN PICK1 MDM2 ATP6V0A2 FAS TWIST1 NOP53 MLST8 ATF2 SLC8A3 ATP6V1A PTGIS EGLN2 CCNA2 NOX1 NDRG1 ATG7 E2F1 VHL CDKN1B STC2 ATF4 KCNMB1 STOX1 AIFM1 EPHA4 MGARP PDK3 CBS DNMT3A DDR2 PDK1 MTOR CARD16 PHB2 SLC2A4 MPL PTEN USP19 SUV39H1 FOXO3 ACAA2 NOTCH1 BAD AQP1 PGK1 MYC GNGT1 MT3 HMOX1 DDAH1 TREM2 CYBB CCDC115 SFRP1,161,cellular response to oxygen levels
11568,GO:0035694,BNIP3 BNIP3L AFG1L PISD YME1L1 SPATA18,6,mitochondrial protein catabolic process
11569,GO:0010518,ADCYAP1R1 SELE ESR1 PDPK1 FLT1 ITK S1PR4 ARL1 AVPR1A LPAR1 GNA15 PHB2 P2RY6 P2RY12 ANG NMUR1 KIT FGFR2 ADRA1A HRAS PLA2G5 PHB1 PTAFR PLA2G1B ABL2 FGFR3 ARHGAP6 AVPR1B FGF2 C5AR1 GPR55 CCL5 RASGRP4 GNAQ PLAA EGFR HPCA CCN1 EDNRA PDGFRB PTH AGT AGTR1 TXK PRKCZ ARF4 FGFR1 HTR2A PLCB2 CD86 LPAR2 APOC2 GNA13 PDGFRA HTR2B,55,positive regulation of phospholipase activity
11570,GO:0060485,PAX2 HAND2 SEMA4C BMP7 WNT2 ACTG2 ROCK2 SP6 AMELX ELL3 BNC2 ACVRL1 TGFB2 TGFB3 WNT3A RADIL DAB2 GDNF TSPY8 NRG1 SOX8 SEMA3A TBX5 DLL3 WT1 EFNA1 FGF9 ANXA6 PHLDB2 DAB2IP NOLC1 FBXL17 FGF19 YAP1 TNXB SEMA4D MAD2L2 EDN1 CDH2 BMPR2 RGCC KLHL12 ROBO2 WWTR1 TCF7L2 RBM24 HEY1 SPRED1 SEMA6D VASN HMGA2 LDLRAD4 ZFP36L1 ACTA2 PHACTR4 SEMA4G BCL2 FAM172A ADIPOR1 HOXA5 MSX2 PDGFRB SEMA3D RFLNB TEAD2 SPRY1 WNT16 MESP1 SMO SDHAF2 SEMA6C ERBB4 KITLG IL1B CPLANE2 SMAD7 NRP1 ISL1 TGFBR3L NODAL PHOX2B PTK2 SEMA5B EPHA3 OLFM1 FOXC1 TRIM28 TGFBR2 TSPY1 FOXF2 GATA5 SIX4 TBX2 EDN3 GLIPR2 EXOC4 POFUT2 SEMA5A WNT10A WNT4 TBX3 GSK3B APLNR CRELD1 STAT1 SNAI1 FLNA MEF2C EZH2 CUL7 AXIN2 HIF1A MDM4 AKNA AMH TSPY3 CITED2 SCX LOXL3 ALX1 PEF1 SEMA3G SPRY2 CLASP2 SEMA3F LRP6 SPRED2 GATA4 DLG5 NKX2-5 EDNRB EOMES FOXF1 ZFP64 FERMT2 BCL9L CRB2 HEY2 HDAC2 RPS7 ZNF703 PDCD6 DDX5 CYP26C1 MSX1 MAPK3 FAM83D SFRP2 DCHS1 JAG1 BMP5 SNAI2 MEOX1 WNT5A MAPK1 FUZ CER1 HTR2B TRIM62 TBX20 RTN4 TCF21 BMP2 FRZB DDX17 RBPJ DPPA4 PTK7 TGFBR1 FOXH1 EPB41L5 FOXC2 CTNNB1 LIMS1 DACT3 TMEM100 TAF10 PHLDB1 PPP2CA HGF SERPINB3 IGF1 TGFBR3 SEMA4F CLASP1 MDK LOXL2 PDPN POLR1B TAPT1 FOXA1 TCOF1 TASOR S100A4 FGF10 GBX2 USF3 PKD2 AMER1 NUP133 HES1 HAS2 MDM2 GREM1 TWIST1 IL6 EDNRA NRTN HPN GCNT2 TSPY2 SPRED3 SMAD4 EMP2 GATA3 DAG1 ACTC1 TBX1 LAMA5 SIX1 IL17RD APLF NOG DAND5 COL1A1 ENG POGLUT1 EXT1 FGF8 CORO1C EPHA4 RET SMAD2 TGFB1 SEMA3B OSR1 BASP1 TSPY4 CDC42 PITX2 PDCD4 ALDH1A2 FOLR1 TSPY10 FOXA2 SHH NOTCH4 SOX11 MTOR ROCK1 HAND1 OTUD5 SEMA3C TGFB1I1 HEYL HNRNPAB PTEN SIX2 RANBP3L NKX2-1 ZIC3 MCRIP1 SEMA6B SOX9 BAMBI TIAM1 RDH10 SEMA7A PPP3R1 SEMA4A ACTA1 OVOL2 ROBO1 WNT11 ERBB3 SEMA3E NOTCH1 WNT8A SEMA4B MYC ACVR1 SEMA6A MARK1 GSC LEF1 ADAM15 SMAD3 FOXD1 FN1 EFNB1 KBTBD8 SDCBP SOX10 LRG1 BMPR1A FGFR1 ZNF750 TCF15 ZFPM2 BMP4 NRP2 SFRP1 FGFR2 NOS3,304,mesenchyme development
11571,GO:0021575,CBS LHX5 COQ8B ATP7A HERC1 SPTBN2 WHRN TTC21B WNT7A XRCC1 DLL1 MAP2K1 GRID2 LHX1 CEND1 GNPAT KIF14 AGTPBP1 WNT1 HES1 GSX2 GLI1 PTPN11 OPHN1 SERPINE2 RORA LOC102724560 GLI2 CBLN1 TTLL1 KNDC1 ABL1 DLC1 HSPA5 MTPN CDK5 ZNF365 PROX1 SMO SLC25A46 DAB1 LDB1 TUBA1A FAIM2 TRNP1 SKOR2 GBA1,47,hindbrain morphogenesis
11572,GO:0010770,CAPRIN2 RELN BRAF DAB2 PAK3 RAC1 FBXW8 ARPC2 CRK CASS4 EPHB2 DBN1 CALR PTPRD PRKDC ITPKA OBSL1 C1QBP TBC1D24 UNC13D NRP1 TESK1 GPRASP3 FLNA CUL7 CUX1 EEF2K DHX36 TRIOBP FERMT2 FGB RREB1 MYADM P4HB S100A10 LIMS2 DBNL LIMS1 IL1RAPL1 CDKL5 CAPRIN1 PREX1 CIB1 CAMK2B CRKL SS18L2 MDK DOCK5 PAFAH1B1 ILK HAS2 STAU2 ABL1 CDKL3 RAC3 BAIAP2 DMTN FGG PARP6 EPHA4 ACTR2 CDC42 ARHGEF7 CARMIL1 RAB21 MPL CSPG5 FGA NEDD9 LRP8 ITGB3 MYOC SS18L1 HDAC6 FBXO31 APOA1 OLFM4 ANKRD27 DOCK1 ANAPC2 CUX2 DNM2,82,positive regulation of cell morphogenesis involved in differentiation
